वाक्यम्,कर्ता,कर्म,क्रिया,कालः
अतिवृष्टिः नदीं वर्धयिष्यति,अतिवृष्टिः,नदीम्,वर्धयिष्यति,भविष्यत्
हिमपातः मार्गं रोत्स्यति,हिमपातः,मार्गम्,रोत्स्यति,भविष्यत्
धूमकेतुः भयं जनयिष्यति,धूमकेतुः,भयम्,जनयिष्यति,भविष्यत्
ग्रहणं सूर्यम् आच्छादयिष्यति,ग्रहणम्,सूर्यम्,आच्छादयिष्यति,भविष्यत्
मेघः जलम् अवर्षत्,मेघः,जलम्,अवर्षत्,भूत
पवनः धूलिम् औडयत्,पवनः,धूलिम्,औडयत्,भूत
अग्निः वनम् अदहत्,अग्निः,वनम्,अदहत्,भूत
भूकम्पः गृहम् अकम्पयत्,भूकम्पः,गृहम्,अकम्पयत्,भूत
जलप्लावनं ग्रामम् अप्लावयत्,जलप्लावनम्,ग्रामम्,अप्लावयत्,भूत
अनावृष्टिः सस्यम् अशोषयत्,अनावृष्टिः,सस्यम्,अशोषयत्,भूत
अतिवृष्टिः नदीम् अवर्धयत्,अतिवृष्टिः,नदीम्,अवर्धयत्,भूत
हिमपातः मार्गम् अरुणत्,हिमपातः,मार्गम्,अरुणत्,भूत
धूमकेतुः भयम् अजनयत्,धूमकेतुः,भयम्,अजनयत्,भूत
ग्रहणं सूर्यम् आच्छादयत्,ग्रहणम्,सूर्यम्,आच्छादयत्,भूत
